기온(°C),강수량(mm),풍속(m/s),습도(%),증기압(hPa),이슬점온도(°C),일사(MJ/m2),3시간신적설(cm),전운량(10분위),시간,노면상태
-10.3,0.0,2.4,35.0,1.0,-22.8,0.85,0.0,0.0,10,1.0
-9.9,0.0,2.8,36.0,1.0,-22.1,1.26,0.0,0.0,11,1.0
-7.5,0.0,4.9,40.0,1.4,-18.8,1.17,0.0,0.0,15,1.0
-8.4,0.0,5.5,45.0,1.5,-18.2,0.25,0.0,0.0,17,1.0
-9.9,0.0,2.6,49.0,1.4,-18.6,0.0,0.0,0.0,21,1.0
-11.8,0.0,1.3,58.0,1.4,-18.4,0.0,0.0,0.0,5,1.0
-10.0,0.0,0.9,54.0,1.6,-17.5,0.32,0.0,0.0,9,1.0
-6.9,0.0,2.4,41.0,1.5,-17.9,1.22,0.0,0.0,11,1.0
-5.7,0.0,3.6,36.0,1.4,-18.4,1.59,0.0,0.0,13,1.0
-5.2,0.0,3.9,36.0,1.5,-17.9,1.49,0.0,0.0,14,1.0
-5.3,0.0,3.8,38.0,1.6,-17.4,1.18,0.0,0.0,15,1.0
-4.8,0.0,3.0,39.0,1.7,-16.6,0.71,0.0,0.0,16,1.0
-5.8,0.0,3.8,44.0,1.7,-16.1,0.25,0.0,0.0,17,1.0
-7.3,0.0,0.9,51.0,1.8,-15.7,0.0,0.0,0.0,20,1.0
-7.5,0.0,0.9,58.0,2.0,-14.3,0.0,0.0,0.0,22,1.0
-9.1,0.0,2.5,66.0,2.0,-14.2,0.0,0.0,0.0,2,1.0
-10.2,0.0,2.3,73.0,2.1,-14.1,0.01,0.0,2.0,8,1.0
-9.0,0.0,2.0,65.0,2.0,-14.3,0.25,0.0,2.0,9,1.0
-6.2,0.0,1.5,49.0,1.9,-15.1,1.07,0.0,3.0,11,1.0
-4.2,0.0,1.7,42.0,1.9,-15.2,1.38,0.0,5.0,12,1.0
-2.4,0.0,0.9,38.0,1.9,-14.8,1.49,0.0,3.0,13,1.0
-1.4,0.0,3.5,35.0,1.9,-14.9,1.08,0.0,1.0,15,1.0
-4.9,0.0,4.1,44.0,1.9,-15.3,0.0,0.0,0.0,18,1.0
-5.4,0.0,0.9,50.0,2.0,-14.2,0.0,0.0,0.0,19,1.0
-5.9,0.0,1.7,57.0,2.3,-13.0,0.0,0.0,0.0,20,1.0
-6.6,0.0,2.3,58.0,2.2,-13.5,0.0,0.0,0.0,22,1.0
-7.2,0.0,0.4,64.0,2.3,-12.8,0.0,0.0,0.0,0,1.0
-7.5,0.0,0.6,68.0,2.4,-12.3,0.0,0.0,0.0,1,1.0
-8.1,0.0,1.6,68.0,2.3,-12.9,0.0,0.0,0.0,3,1.0
-8.8,0.0,1.8,74.0,2.3,-12.6,0.01,0.0,0.0,8,1.0
-0.9,0.0,2.2,34.0,1.9,-14.8,1.38,0.0,0.0,14,1.0
0.0,0.0,1.8,38.0,2.3,-12.6,0.68,0.0,0.0,16,1.0
-4.0,0.0,0.6,51.0,2.3,-12.6,0.0,0.0,0.0,20,1.0
-4.0,0.0,1.3,51.0,2.3,-12.6,0.0,0.0,0.0,21,1.0
-4.3,0.0,0.4,55.0,2.4,-12.0,0.0,0.0,0.0,22,1.0
-5.1,0.0,2.5,64.0,2.7,-10.8,0.0,0.0,0.0,0,1.0
-5.8,0.0,2.8,68.0,2.7,-10.7,0.01,0.0,6.0,8,1.0
0.2,0.0,2.4,44.0,2.7,-10.6,1.3,0.0,0.0,12,1.0
1.3,0.0,2.4,43.0,2.9,-9.9,1.34,0.0,0.0,13,1.0
1.7,0.0,2.9,52.0,3.6,-7.1,0.15,0.0,3.0,17,1.0
0.1,0.0,3.5,56.0,3.5,-7.6,0.0,0.0,6.0,21,1.0
0.2,0.0,3.1,57.0,3.5,-7.3,0.0,0.0,6.666666666666667,23,1.0
0.3,0.0,3.5,55.0,3.4,-7.7,0.0,0.0,7.0,0,1.0
0.4,0.0,2.5,61.0,3.8,-6.2,0.0,0.0,10.0,5,1.0
1.3,0.1666666666666666,4.4,62.0,4.2,-5.1,0.0,0.0,10.0,7,1.0
1.1,0.3333333333333333,4.4,69.0,4.6,-3.9,0.0,0.0,10.0,8,1.0
1.0,0.5,4.6,73.0,4.8,-3.3,0.03,0.0,10.0,9,1.0
4.4,2.0,5.0,91.0,7.6,3.0,0.0,0.0,10.0,21,1.0
4.2,0.7,4.2,91.0,7.5,2.8,0.0,0.0,10.0,23,1.0
4.0,0.05,3.5,91.0,7.4,2.6,0.0,0.0,10.0,0,1.0
3.9,0.2,2.6,91.0,7.3,2.5,0.0,0.0,10.0,1,1.0
5.6,0.0,2.5,66.0,6.0,-0.2,0.0,0.0,0.0,18,1.0
3.1,0.0,2.6,80.0,6.1,0.0,0.0,0.0,0.0,22,1.0
2.7,0.0,3.8,79.0,5.9,-0.5,0.0,0.0,0.0,23,1.0
1.1,0.0,1.9,82.0,5.4,-1.6,0.0,0.0,0.0,2,1.0
-0.6,0.0,0.0,89.0,5.2,-2.1,0.0,0.0,0.0,6,1.0
-1.2,0.0,2.3,89.0,5.0,-2.7,0.0,0.0,1.0,8,1.0
3.3,0.0,1.2,69.0,5.4,-1.8,0.18,0.0,3.0,17,1.0
-0.5,0.0,3.4,87.0,5.1,-2.4,0.0,0.0,3.0,7,1.0
-4.7,0.0,3.1,56.0,2.4,-12.1,0.0,0.0,0.0,0,1.0
-7.6,0.0,3.0,58.0,2.0,-14.4,0.0,0.0,0.0,6,1.0
-6.4,0.0,4.2,48.0,1.8,-15.6,0.0,0.0,0.0,19,1.0
-4.4,0.0,3.6,29.0,1.3,-19.8,0.26,0.0,2.0,17,1.0
-2.0,0.0,1.6,44.0,2.3,-12.6,1.04,0.0,2.0,11,1.0
-1.3,0.0,4.6,43.0,2.4,-12.3,1.33,0.0,0.0,12,1.0
0.2,0.0,3.7,41.0,2.5,-11.5,0.61,0.0,4.0,16,1.0
-1.9,0.0,5.4,41.0,2.2,-13.4,0.0,0.0,7.0,0,1.0
-1.5,0.0,1.2,42.0,2.3,-12.7,0.0,0.0,7.0,4,1.0
0.8,0.2666666666666666,1.2,34.0,2.2,-13.3,0.18,0.3333333333333333,10.0,10,1.0
-1.3,0.5333333333333333,1.2,76.0,4.2,-4.9,0.21,0.6666666666666666,10.0,11,1.0
-0.8,0.8,2.0,85.0,4.9,-3.0,0.31,1.0,10.0,12,1.0
-1.1,0.8666666666666667,3.3,85.0,4.8,-3.3,0.28,1.0666666666666669,10.0,13,1.0
0.1,1.0,3.1,82.0,5.0,-2.6,0.57,1.2,10.0,15,1.0
-0.8,0.0,1.5,85.0,4.9,-3.0,0.0,0.0,6.0,21,1.0
-1.6,0.0,1.5,84.0,4.6,-3.9,0.0,0.0,6.0,23,1.0
-1.5,0.0,2.3,82.0,4.5,-4.1,0.0,0.0,6.0,0,1.0
-2.2,0.0,4.6,84.0,4.4,-4.5,0.0,0.0,6.333333333333333,1,1.0
-3.5,0.0,2.9,82.0,3.9,-6.1,0.0,0.0,3.0,5,1.0
-2.6,0.0,2.7,75.0,3.8,-6.4,0.6,0.0,7.0,10,1.0
-1.4,0.0,2.2,58.0,3.2,-8.6,0.78,0.0,7.0,14,1.0
-8.7,0.0,4.9,57.0,1.8,-15.6,0.0,0.0,0.0,7,1.0
-12.2,0.0,2.8,56.0,1.3,-19.2,0.26,0.0,0.0,9,1.0
-6.0,0.0,1.0,49.0,1.9,-15.0,0.0,0.0,6.333333333333333,20,1.0
-6.1,0.0333333333333333,1.9,60.0,2.3,-12.6,0.0,0.0333333333333333,5.0,23,1.0
-6.0,0.05,1.5,64.0,2.5,-11.7,0.0,0.05,7.0,0,1.0
-5.9,0.1666666666666666,1.4,70.0,2.8,-10.4,0.0,0.2666666666666666,10.0,1,1.0
-6.1,0.2833333333333334,0.3,83.0,3.2,-8.5,0.0,0.4833333333333333,6.0,2,1.0
-6.0,0.4,0.7,85.0,3.3,-8.1,0.0,0.7,5.0,3,1.0
-6.2,0.4666666666666667,0.7,86.0,3.3,-8.1,0.0,0.7333333333333333,7.0,4,1.0
-4.9,0.5333333333333333,1.9,87.0,3.7,-6.7,0.0,0.7666666666666667,10.0,5,1.0
-5.1,0.6,3.8,82.0,3.4,-7.7,0.0,0.8,7.0,6,1.0
-6.5,0.0,2.1,81.0,3.0,-9.2,0.0,0.0,5.0,7,1.0
-7.6,0.0,5.3,61.0,2.1,-13.8,0.19,0.0,1.0,9,1.0
-7.1,0.0,5.6,50.0,1.8,-15.7,0.76,0.0,0.0,10,1.0
-6.9,0.0,4.0,38.0,1.4,-18.8,1.21,0.0,0.0,11,1.0
-7.8,0.0,4.6,31.0,1.1,-22.0,1.31,0.0,0.0,15,1.0
-8.0,0.0,4.3,33.0,1.1,-21.4,0.84,0.0,0.0,16,1.0
-9.3,0.0,5.4,36.0,1.1,-21.6,0.33,0.0,0.0,17,1.0
-10.5,0.0,4.1,33.0,0.9,-23.7,0.0,0.0,0.0,18,1.0
-14.0,0.0,2.2,41.0,0.9,-24.4,0.0,0.0,0.0,5,1.0
-14.3,0.0,1.9,43.0,0.9,-24.1,0.0,0.0,0.0,6,1.0
-14.4,0.0,1.9,41.0,0.8,-24.7,0.0,0.0,0.0,7,1.0
-14.3,0.0,2.6,40.0,0.8,-24.9,0.0,0.0,0.0,8,1.0
-8.7,0.0,2.0,25.0,0.8,-25.2,1.51,0.0,1.0,12,1.0
-7.8,0.0,2.3,24.0,0.8,-24.9,1.51,0.0,1.0,14,1.0
-9.4,0.0,1.0,29.0,0.9,-24.1,0.0,0.0,2.0,22,1.0
-10.1,0.0,2.4,38.0,1.1,-21.7,0.0,0.0,6.0,0,1.0
-10.3,0.0,0.7,45.0,1.3,-19.9,0.0,0.0,0.0,3,1.0
-11.1,0.0,1.7,53.0,1.4,-18.8,0.0,0.0,4.0,6,1.0
-11.0,0.0,1.3,45.0,1.2,-20.6,0.0,0.0,6.0,8,1.0
-10.1,0.0,0.9,43.0,1.2,-20.3,0.18,0.0,4.0,9,1.0
-2.9,0.0,2.3,33.0,1.6,-16.9,1.47,0.0,1.0,13,1.0
-1.5,0.0,2.1,35.0,1.9,-15.0,1.34,0.0,4.0,14,1.0
-2.9,0.0,2.9,51.0,2.5,-11.6,0.0,0.0,7.0,18,1.0
-3.1,0.0,2.1,51.0,2.5,-11.8,0.0,0.0,7.333333333333333,19,1.0
-3.3,0.0,0.5,57.0,2.7,-10.6,0.0,0.0,8.666666666666666,22,1.0
-3.4,0.0,2.5,57.0,2.7,-10.7,0.0,0.0,10.0,0,1.0
-3.1,0.0,3.4,52.0,2.5,-11.5,0.0,0.0,10.0,3,1.0
-3.0,0.0,3.3,52.0,2.6,-11.4,0.0,0.0,10.0,4,1.0
-2.5,0.0,1.1,51.0,2.6,-11.2,0.0,0.0,10.0,6,1.0
-2.3,0.0333333333333333,0.5,54.0,2.8,-10.3,0.0,0.0,10.0,8,1.0
-1.8,0.05,1.7,58.0,3.1,-8.9,0.12,0.0,10.0,11,1.0
-0.5,0.05,1.5,55.0,3.2,-8.4,0.57,0.0,10.0,13,1.0
1.4,0.0,0.5,56.0,3.8,-6.4,0.12,0.0,9.0,17,1.0
1.0,0.0,0.9,65.0,4.3,-4.8,0.0,0.0,6.0,19,1.0
0.9,0.0,2.3,66.0,4.3,-4.7,0.0,0.0,3.0,20,1.0
-0.4,0.0,1.8,75.0,4.5,-4.2,0.0,0.0,0.0,23,1.0
-1.1,0.0,3.1,79.0,4.5,-4.2,0.0,0.0,0.0,1,1.0
-1.4,0.0,1.0,80.0,4.4,-4.4,0.0,0.0,0.0,2,1.0
-1.3,0.0,2.0,78.0,4.3,-4.6,0.0,0.0,0.0,3,1.0
-0.7,0.0,1.0,76.0,4.4,-4.4,0.0,0.0,10.0,7,1.0
-0.5,0.0,2.4,77.0,4.5,-4.0,0.06,0.0,10.0,9,1.0
-0.1,0.05,2.0,81.0,4.9,-2.9,0.15,0.0,10.0,12,1.0
0.4,0.1,1.9,85.0,5.4,-1.8,0.14,0.0,10.0,15,1.0
0.0,1.2,1.1,90.0,5.5,-1.4,0.0,2.0,10.0,18,1.0
-0.1,1.0333333333333332,1.6,91.0,5.6,-1.3,0.0,1.9666666666666663,10.0,19,1.0
-0.2,0.8666666666666667,2.7,91.0,5.5,-1.4,0.0,1.9333333333333331,10.0,20,1.0
0.0,1.1666666666666667,1.6,91.0,5.6,-1.2,0.0,1.9,10.0,22,1.0
0.0,1.6333333333333333,2.6,92.0,5.6,-1.1,0.0,1.9,10.0,23,1.0
0.0,2.1,1.8,92.0,5.6,-1.1,0.0,1.9,10.0,0,1.0
-1.1,2.1666666666666665,4.7,92.0,5.2,-2.2,0.0,2.0666666666666664,10.0,1,1.0
-3.2,2.2333333333333334,4.9,92.0,4.4,-4.3,0.0,2.2333333333333334,10.0,2,1.0
-4.0,2.3,4.6,87.0,4.0,-5.8,0.0,2.4,10.0,3,1.0
-5.3,0.0,4.6,80.0,3.3,-8.2,0.0,0.0,10.0,4,1.0
-7.4,0.0,4.7,71.0,2.5,-11.7,0.0,0.0,4.0,5,1.0
-8.5,0.0,3.9,68.0,2.2,-13.3,0.0,0.0,3.0,6,1.0
-9.2,0.0,5.2,63.0,1.9,-14.9,0.0,0.0,1.0,7,1.0
-10.0,0.0,2.7,60.0,1.7,-16.3,0.0,0.0,4.0,8,1.0
-9.9,0.0,3.8,54.0,1.6,-17.4,0.25,0.0,3.0,9,1.0
-9.3,0.0,5.2,50.0,1.5,-17.8,0.76,0.0,0.0,10,1.0
-8.4,0.0,3.6,45.0,1.5,-18.2,1.24,0.0,0.0,11,1.0
-7.6,0.0,4.8,36.0,1.2,-20.1,1.69,0.0,0.0,13,1.0
-7.1,0.0,4.9,35.0,1.3,-20.0,1.62,0.0,0.0,14,1.0
-6.7,0.0,5.2,33.0,1.2,-20.3,1.33,0.0,0.0,15,1.0
-7.0,0.0,5.3,35.0,1.3,-19.9,0.9,0.0,0.0,16,1.0
-7.5,0.0,4.7,45.0,1.6,-17.4,0.35,0.0,0.0,17,1.0
-8.3,0.0,4.4,48.0,1.6,-17.3,0.02,0.0,0.0,18,1.0
-8.7,0.0,3.7,51.0,1.6,-17.0,0.0,0.0,0.0,19,1.0
-9.2,0.0,1.8,54.0,1.6,-16.8,0.0,0.0,0.0,20,1.0
-9.5,0.0,2.9,54.0,1.6,-17.0,0.0,0.0,0.0,21,1.0
-9.8,0.0,1.9,53.0,1.5,-17.6,0.0,0.0,0.0,22,1.0
-10.3,0.0,1.1,54.0,1.5,-17.8,0.0,0.0,0.0,23,1.0
-10.7,0.0,1.1,54.0,1.5,-18.2,0.0,0.0,0.0,0,1.0
-10.7,0.0,2.7,54.0,1.5,-18.2,0.0,0.0,0.0,1,1.0
-11.0,0.0,1.2,55.0,1.5,-18.2,0.0,0.0,0.0,2,1.0
-11.3,0.0,2.2,54.0,1.4,-18.7,0.0,0.0,0.0,3,1.0
-11.3,0.0,1.2,51.0,1.3,-19.4,0.0,0.0,0.0,4,1.0
-11.4,0.0,1.8,52.0,1.3,-19.3,0.0,0.0,0.0,5,1.0
-11.3,0.0,2.8,52.0,1.3,-19.2,0.0,0.0,0.0,7,1.0
-11.5,0.0,1.3,53.0,1.4,-19.1,0.0,0.0,0.0,8,1.0
-9.5,0.0,3.4,39.0,1.2,-20.9,0.77,0.0,0.0,10,1.0
-8.2,0.0,3.2,34.0,1.1,-21.3,1.22,0.0,0.0,11,1.0
-7.2,0.0,3.4,29.0,1.0,-22.2,1.51,0.0,1.0,12,1.0
-6.8,0.0,3.9,30.0,1.1,-21.5,1.72,0.0,0.0,13,1.0
-5.6,0.0,2.9,33.0,1.3,-19.3,1.53,0.0,0.0,14,1.0
-5.3,0.0,2.5,35.0,1.4,-18.4,1.27,0.0,0.0,15,1.0
-6.1,0.0,3.6,38.0,1.5,-18.1,0.84,0.0,0.0,16,1.0
-6.8,0.0,2.6,41.0,1.5,-17.8,0.33,0.0,0.0,17,1.0
-7.6,0.0,1.1,45.0,1.6,-17.5,0.02,0.0,0.0,18,1.0
-7.9,0.0,0.9,51.0,1.7,-16.2,0.0,0.0,8.0,21,1.0
-7.8,0.0,1.1,60.0,2.0,-14.2,0.0,0.0,6.333333333333333,22,1.0
-8.0,0.0,3.1,60.0,2.0,-14.4,0.0,0.0,4.666666666666666,23,1.0
-8.3,0.0,3.6,56.0,1.8,-15.5,0.0,0.0,3.0,0,1.0
-8.5,0.0,4.0,57.0,1.8,-15.5,0.0,0.0,4.0,1,1.0
-8.4,0.0,4.0,60.0,2.0,-14.7,0.0,0.0,5.0,2,1.0
-8.1,0.0,3.4,58.0,1.9,-14.9,0.0,0.0,6.0,3,1.0
-8.2,0.0666666666666666,3.8,58.0,1.9,-15.0,0.0,0.1666666666666666,6.0,4,1.0
-8.2,0.1333333333333333,4.4,61.0,2.0,-14.4,0.0,0.3333333333333333,10.0,5,1.0
-8.6,0.2,4.8,81.0,2.6,-11.2,0.0,0.5,10.0,6,1.0
-8.3,0.5333333333333333,4.4,85.0,2.8,-10.3,0.0,1.1,10.0,7,1.0
-7.9,0.8666666666666667,4.5,84.0,2.8,-10.1,0.0,1.7,10.0,8,1.0
-7.0,1.2,3.7,81.0,2.9,-9.7,0.05,2.3,10.0,9,1.0
-5.5,1.0333333333333332,2.9,74.0,3.0,-9.4,0.36,1.8333333333333333,9.0,10,1.0
-4.2,0.8666666666666667,2.6,71.0,3.2,-8.6,0.82,1.3666666666666667,9.0,11,1.0
-4.2,0.7,1.6,83.0,3.7,-6.6,0.42,0.9,9.0,12,1.0
-0.5,0.05,3.6,56.0,3.3,-8.2,1.02,0.05,4.0,15,1.0
-0.6,0.0,3.0,55.0,3.2,-8.5,0.48,0.0,4.0,16,1.0
-2.5,0.4666666666666666,2.9,84.0,4.3,-4.8,0.0,0.6,10.0,20,1.0
-2.8,0.7,2.4,87.0,4.3,-4.6,0.0,0.9,10.0,21,1.0
-2.4,0.5666666666666667,2.4,89.0,4.6,-3.9,0.0,0.8,10.0,22,1.0
-4.8,0.3,2.2,83.0,3.6,-7.2,0.0,0.6,10.0,0,1.0
-6.5,0.0,4.5,71.0,2.7,-10.8,0.0,0.0,7.333333333333334,1,1.0
-10.1,0.0,3.2,34.0,1.0,-23.0,0.0,0.0,0.0,4,1.0
-12.7,0.0,2.3,46.0,1.1,-21.9,0.0,0.0,0.0,7,1.0
-13.0,0.0,1.2,44.0,1.0,-22.7,0.0,0.0,0.0,8,1.0
-12.7,0.0,2.6,36.0,0.8,-24.7,0.26,0.0,0.0,9,1.0
-11.8,0.0,5.6,38.0,0.9,-23.2,1.23,0.0,0.0,11,1.0
-10.6,0.0,4.0,34.0,0.9,-23.4,1.53,0.0,0.0,12,1.0
-10.7,0.0,7.4,33.0,0.9,-23.8,1.65,0.0,0.0,13,1.0
-10.1,0.0,4.3,35.0,1.0,-22.6,1.6,0.0,1.0,14,1.0
-9.5,0.0,5.3,36.0,1.1,-21.8,1.32,0.0,0.0,15,1.0
-10.7,0.0,5.1,38.0,1.0,-22.2,0.36,0.0,0.0,17,1.0
-12.0,0.0,2.5,44.0,1.1,-21.8,0.0,0.0,0.0,19,1.0
-12.7,0.0,1.8,48.0,1.1,-21.4,0.0,0.0,0.0,20,1.0
-13.2,0.0,2.5,49.0,1.1,-21.6,0.0,0.0,0.0,21,1.0
-13.8,0.0,4.2,50.0,1.1,-22.0,0.0,0.0,0.0,22,1.0
-15.9,0.0,1.8,53.0,0.9,-23.3,0.0,0.0,0.0,2,1.0
-16.0,0.0,1.5,50.0,0.9,-24.0,0.0,0.0,0.0,3,1.0
-16.2,0.0,2.4,46.0,0.8,-25.1,0.0,0.0,0.0,5,1.0
-16.3,0.0,2.8,46.0,0.8,-25.2,0.0,0.0,0.0,7,1.0
-16.1,0.0,2.8,46.0,0.8,-25.0,0.0,0.0,0.0,8,1.0
-15.4,0.0,2.5,42.0,0.8,-25.4,0.27,0.0,0.0,9,1.0
-13.9,0.0,3.9,37.0,0.8,-25.4,0.81,0.0,0.0,10,1.0
-12.9,0.0,3.8,33.0,0.8,-25.8,1.27,0.0,0.0,11,1.0
-11.8,0.0,3.2,31.0,0.8,-25.5,1.58,0.0,0.0,12,1.0
-11.0,0.0,3.6,32.0,0.8,-24.5,1.66,0.0,0.0,13,1.0
-9.7,0.0,3.5,32.0,0.9,-23.3,1.32,0.0,0.0,15,1.0
-10.7,0.0,2.9,42.0,1.1,-21.1,0.01,0.0,0.0,18,1.0
-11.3,0.0,3.8,42.0,1.1,-21.6,0.0,0.0,0.0,19,1.0
-11.9,0.0,3.3,44.0,1.1,-21.7,0.0,0.0,0.0,20,1.0
-13.2,0.0,3.0,46.0,1.0,-22.4,0.0,0.0,0.0,23,1.0
-13.6,0.0,1.0,50.0,1.1,-21.8,0.0,0.0,0.0,0,1.0
-13.6,0.0,1.0,46.0,1.0,-22.7,0.0,0.0,0.0,1,1.0
-14.5,0.0,0.6,56.0,1.1,-21.3,0.0,0.0,0.0,6,1.0
-14.7,0.0,2.0,59.0,1.2,-20.9,0.0,0.0,0.0,7,1.0
-14.8,0.0,2.8,58.0,1.1,-21.2,0.0,0.0,0.0,8,1.0
-13.8,0.0,2.6,54.0,1.1,-21.1,0.26,0.0,0.0,9,1.0
-11.8,0.0,1.7,45.0,1.1,-21.3,0.76,0.0,0.0,10,1.0
-9.4,0.0,0.6,32.0,1.0,-23.0,1.21,0.0,0.0,11,1.0
-7.6,0.0,1.4,28.0,1.0,-23.0,1.52,0.0,0.0,12,1.0
-6.4,0.0,2.6,34.0,1.3,-19.7,1.63,0.0,0.0,13,1.0
-6.5,0.0,4.1,33.0,1.2,-20.1,1.3,0.0,0.0,15,1.0
-6.7,0.0,3.1,31.0,1.1,-21.0,0.87,0.0,0.0,16,1.0
-7.7,0.0,3.6,33.0,1.1,-21.2,0.39,0.0,0.0,17,1.0
-9.3,0.0,2.2,37.0,1.1,-21.3,0.0,0.0,0.0,19,1.0
-9.5,0.0,1.7,41.0,1.2,-20.3,0.0,0.0,0.0,20,1.0
-9.8,0.0,1.3,47.0,1.4,-19.0,0.0,0.0,0.0,21,1.0
-10.0,0.0,0.6,49.0,1.4,-18.7,0.0,0.0,0.0,22,1.0
-10.5,0.0,1.2,55.0,1.5,-17.8,0.0,0.0,0.0,23,1.0
-10.5,0.0,1.4,53.0,1.5,-18.2,0.0,0.0,0.0,0,1.0
-10.9,0.0,0.9,53.0,1.4,-18.6,0.0,0.0,1.0,1,1.0
-10.9,0.0,0.6,54.0,1.4,-18.4,0.0,0.0,2.0,2,1.0
-11.4,0.0,2.7,62.0,1.6,-17.2,0.0,0.0,3.0,3,1.0
-11.9,0.0,2.5,62.0,1.5,-17.7,0.0,0.0,0.0,4,1.0
-12.0,0.0,3.5,60.0,1.5,-18.2,0.0,0.0,0.0,5,1.0
-8.7,0.0,2.1,49.0,1.6,-17.5,0.69,0.0,6.0,10,1.0
-3.0,0.0,0.9,43.0,2.1,-13.8,1.51,0.0,0.0,13,1.0
-3.0,0.0,2.9,63.0,3.1,-9.0,0.19,0.0,7.0,17,1.0
-3.4,0.0,2.4,63.0,3.0,-9.4,0.01,0.0,5.0,18,1.0
-5.6,0.0,1.1,70.0,2.8,-10.2,0.0,0.0,1.0,23,1.0
-8.6,0.0,1.3,81.0,2.6,-11.2,0.0,0.0,0.0,5,1.0
-2.4,0.0,3.3,50.0,2.6,-11.4,1.29,0.0,6.0,14,1.0
-2.3,0.0,3.2,32.0,1.6,-16.8,0.88,0.0,1.0,16,1.0
-5.4,0.0,1.9,43.0,1.8,-16.0,0.0,0.0,0.0,19,1.0
-5.8,0.0,2.1,47.0,1.9,-15.3,0.0,0.0,0.0,20,1.0
-6.2,0.0,2.2,52.0,2.0,-14.4,0.0,0.0,0.0,21,1.0
-7.1,0.0,2.2,58.0,2.1,-13.9,0.0,0.0,0.0,0,1.0
-8.2,0.0,1.1,65.0,2.1,-13.6,0.0,0.0,7.0,7,1.0
-8.3,0.0,1.5,65.0,2.1,-13.7,0.0,0.0,9.0,8,1.0
-4.7,0.0,2.4,46.0,2.0,-14.5,1.12,0.0,4.0,11,1.0
-2.8,0.0,1.3,34.0,1.7,-16.5,1.38,0.0,6.0,12,1.0
-1.2,0.0,2.0,42.0,2.3,-12.5,1.47,0.0,6.0,13,1.0
-2.4,0.0,3.1,49.0,2.5,-11.6,0.22,0.0,8.0,17,1.0
-5.1,0.0,1.3,67.0,2.8,-10.2,0.0,0.0,4.0,0,1.0
-5.3,0.0,3.1,47.0,1.9,-14.8,0.0,0.0,0.0,21,1.0
-8.3,0.0,2.2,48.0,1.6,-17.3,0.0,0.0,0.0,2,1.0
-8.7,0.0,3.3,50.0,1.6,-17.2,0.0,0.0,0.0,3,1.0
-9.6,0.0,4.0,37.0,1.1,-21.6,0.81,0.0,0.0,10,1.0
-7.6,0.0,3.7,31.0,1.1,-21.8,1.72,0.0,0.0,13,1.0
-7.6,0.0,4.0,32.0,1.1,-21.4,1.65,0.0,0.0,14,1.0
-7.7,0.0,3.0,30.0,1.0,-22.3,0.44,0.0,0.0,17,1.0
-10.4,0.0,2.3,44.0,1.2,-20.3,0.0,0.0,0.0,23,1.0
-10.9,0.0,2.4,37.0,1.0,-22.7,0.0,0.0,0.0,1,1.0
-12.0,0.0,2.6,52.0,1.3,-19.8,0.0,0.0,0.0,7,1.0
-8.2,0.0,3.3,29.0,1.0,-23.1,1.27,0.0,0.0,11,1.0
-4.2,0.0,2.6,28.0,1.3,-20.0,1.64,0.0,0.0,13,1.0
-5.2,0.0,2.6,29.0,1.2,-20.5,0.36,0.0,0.0,17,1.0
-6.8,0.05,2.6,53.0,1.9,-14.8,0.0,0.0,9.0,6,1.0
-0.7,0.0,1.8,52.0,3.0,-9.3,0.0,0.0,8.0,19,1.0
-1.8,0.0,2.8,54.0,2.9,-9.8,0.0,0.0,8.333333333333334,22,1.0
-2.7,0.0,3.1,59.0,3.0,-9.6,0.0,0.0,8.666666666666666,23,1.0
-2.7,0.0,3.0,60.0,3.0,-9.4,0.0,0.0,9.0,0,1.0
-2.2,0.0,2.3,58.0,3.0,-9.3,0.0,0.0,9.0,2,1.0
-1.9,0.0333333333333333,2.3,58.0,3.1,-9.0,0.0,0.0333333333333333,10.0,4,1.0
-2.1,0.1,2.4,72.0,3.8,-6.4,0.0,0.1,10.0,6,1.0
-4.2,0.0,1.1,77.0,3.5,-7.6,0.0,0.0,0.0,8,1.0
-1.2,0.0,3.3,53.0,3.0,-9.5,0.0,0.0,0.0,19,1.0
-2.1,0.0,5.1,54.0,2.8,-10.1,0.0,0.0,0.0,21,1.0
-3.8,0.0,1.5,64.0,3.0,-9.6,0.0,0.0,0.0,0,1.0
-4.0,0.0,1.4,64.0,2.9,-9.8,0.0,0.0,0.0,1,1.0
-4.4,0.0,0.7,60.0,2.6,-11.0,0.0,0.0,0.0,3,1.0
-4.9,0.0,2.0,60.0,2.6,-11.4,0.0,0.0,0.0,4,1.0
-5.4,0.0,2.6,67.0,2.8,-10.5,0.0,0.0,6.0,8,1.0
-4.4,0.0,1.8,60.0,2.6,-11.0,0.23,0.0,6.0,9,1.0
1.7,0.0,1.6,42.0,2.9,-9.8,0.72,0.0,8.0,15,1.0
-2.0,0.05,0.7,62.0,3.3,-8.3,0.0,0.0666666666666666,10.0,8,1.0
-1.2,0.0,3.6,54.0,3.0,-9.3,0.35,0.0,3.0,17,1.0
-7.9,0.0,2.8,75.0,2.5,-11.5,0.0,0.0,5.0,6,1.0
-9.0,0.0,0.5,55.0,1.7,-16.4,0.0,0.0,0.0,6,1.0
-3.9,0.0,1.3,34.0,1.6,-17.4,1.19,0.0,0.0,11,1.0
-2.6,0.0,0.8,67.0,3.4,-7.8,0.0,0.0,6.333333333333334,23,1.0
